story_name,model,tokens,events,scenes,sequels,nones,paragraphs
Cosmic striptease,gpt-4o,7691,12,6,6,0,190
Cosmic striptease,gpt-3.5-turbo,7822,12,12,0,0,190
Grifters' Asteroid,gpt-4o,8110,12,9,3,0,239
Grifters' Asteroid,gpt-3.5-turbo,8194,7,6,1,0,239
A Reversion To Type,gpt-4o,7435,23,8,6,9,118
A Reversion To Type,gpt-3.5-turbo,7519,21,12,4,5,118
The Oversight,gpt-4o,9647,111,59,19,33,184
The Oversight,gpt-3.5-turbo,9666,13,9,1,3,184
"""Surly Tim"": A Lancashire Story",gpt-4o,9638,113,91,6,16,109
"""Surly Tim"": A Lancashire Story",gpt-3.5-turbo,9840,2,2,0,0,109
In self-defense,gpt-4o,8602,32,24,6,2,211
In self-defense,gpt-3.5-turbo,8718,9,5,2,0,211
A Mixture of Genius,gpt-4o,8074,22,10,4,8,216
A Mixture of Genius,gpt-3.5-turbo,8190,10,7,3,0,216
The courting of Lady Jane,gpt-4o,7102,11,5,2,4,157
The courting of Lady Jane,gpt-3.5-turbo,7186,14,9,5,0,157
The Butterfly Kiss,gpt-4o,9627,16,12,2,2,152
The Butterfly Kiss,gpt-3.5-turbo,9747,9,7,2,0,152
Direct Wire,gpt-4o,7604,28,15,4,9,216
Direct Wire,gpt-3.5-turbo,7788,3,2,1,0,216
Hunter Quatermain's Story,gpt-4o,9035,36,18,5,13,100
Hunter Quatermain's Story,gpt-3.5-turbo,9105,7,6,1,0,100
What Is Your Culture to Me?,gpt-4o,8430,20,2,2,16,35
What Is Your Culture to Me?,gpt-3.5-turbo,8468,8,5,1,2,35
Dr. Kometevsky's Day,gpt-4o,9172,59,20,7,32,187
Dr. Kometevsky's Day,gpt-3.5-turbo,9299,9,6,3,0,187
Tea Tray in the Sky,gpt-4o,7067,19,11,4,4,167
Tea Tray in the Sky,gpt-3.5-turbo,7204,20,11,9,0,167
The Monster Maker,gpt-4o,8007,148,70,7,71,220
The Monster Maker,gpt-3.5-turbo,8188,8,5,3,0,220
The Worlds of If,gpt-4o,8530,24,11,6,7,155
The Worlds of If,gpt-3.5-turbo,8628,12,5,4,3,155
The haunter of the ring,gpt-4o,8179,26,17,6,3,157
The haunter of the ring,gpt-3.5-turbo,8266,7,5,1,1,157
The Great Drought,gpt-4o,11434,15,9,4,2,277
The Great Drought,gpt-3.5-turbo,11508,12,9,3,0,277
Marley's Chain,gpt-4o,7837,26,18,8,0,122
Marley's Chain,gpt-3.5-turbo,7984,7,3,4,0,122
Alien,gpt-4o,5361,18,12,2,4,151
Alien,gpt-3.5-turbo,5383,14,10,4,0,151
The Spy,gpt-4o,9648,188,86,2,100,206
The Spy,gpt-3.5-turbo,9794,18,10,8,0,206
Purple Forever,gpt-4o,13076,40,37,0,3,292
Purple Forever,gpt-3.5-turbo,13406,14,12,2,0,292
The Old Martians,gpt-4o,6553,148,73,39,36,154
The Old Martians,gpt-3.5-turbo,6634,15,10,5,0,154
Earthmen Ask No Quarter!,gpt-4o,6161,12,8,3,1,175
Earthmen Ask No Quarter!,gpt-3.5-turbo,6194,5,4,1,0,175
"The Baritone's Parish; or, ""All Things to All Men""",gpt-4o,11790,15,7,5,3,206
"The Baritone's Parish; or, ""All Things to All Men""",gpt-3.5-turbo,11981,6,3,3,0,206
We're Off to Mars!,gpt-4o,7573,40,21,11,8,198
We're Off to Mars!,gpt-3.5-turbo,7653,11,7,4,0,198
The hollow lens,gpt-4o,9789,159,88,7,64,276
The hollow lens,gpt-3.5-turbo,9894,7,4,3,0,276
Splashes of red,gpt-4o,8232,13,7,6,0,206
Splashes of red,gpt-3.5-turbo,8249,6,4,2,0,206
A Man-Sized Pet,gpt-4o,6134,12,4,5,3,152
A Man-Sized Pet,gpt-3.5-turbo,6255,9,4,4,1,152
The American Newspaper,gpt-4o,10643,11,0,0,11,49
The American Newspaper,gpt-3.5-turbo,10690,12,3,2,7,49
Passing of the Third Floor Back,gpt-4o,9819,8,4,3,1,240
Passing of the Third Floor Back,gpt-3.5-turbo,9900,9,7,2,0,240
The Big Leap,gpt-4o,5096,12,7,4,1,107
The Big Leap,gpt-3.5-turbo,5135,7,3,2,2,107
Tepondicon,gpt-4o,6885,89,38,7,44,135
Tepondicon,gpt-3.5-turbo,6923,18,15,3,0,135
The Brave Walk Alone,gpt-4o,7955,56,29,15,12,160
The Brave Walk Alone,gpt-3.5-turbo,8113,10,6,4,0,160
A Planet Named Joe,gpt-4o,7085,14,5,3,6,264
A Planet Named Joe,gpt-3.5-turbo,7191,11,9,2,0,264
"Waste Not, Want",gpt-4o,3377,80,36,8,36,83
"Waste Not, Want",gpt-3.5-turbo,3454,8,7,1,0,83
Enter the Nebula,gpt-4o,13358,31,15,8,8,276
Enter the Nebula,gpt-3.5-turbo,13488,15,10,5,0,276
The curse of Yig,gpt-4o,9310,18,9,4,5,87
The curse of Yig,gpt-3.5-turbo,9407,9,8,1,0,87
The Great Dome on Mercury,gpt-4o,12179,45,30,12,3,159
The Great Dome on Mercury,gpt-3.5-turbo,12296,4,2,2,0,159
Slain By The Doones,gpt-4o,14669,9,6,3,0,127
Slain By The Doones,gpt-3.5-turbo,14736,8,6,2,0,127
Chain Reaction,gpt-4o,6400,164,57,4,103,166
Chain Reaction,gpt-3.5-turbo,6540,8,5,3,0,166
McIlvaine's Star,gpt-4o,5358,11,8,2,1,124
McIlvaine's Star,gpt-3.5-turbo,5444,8,7,1,0,124
The Alien Dies at Dawn,gpt-4o,5360,97,76,12,9,131
The Alien Dies at Dawn,gpt-3.5-turbo,5449,9,8,1,0,131
An experiment in gyro-hats,gpt-4o,7821,18,10,4,4,90
An experiment in gyro-hats,gpt-3.5-turbo,7855,6,5,1,0,90
The Martian Shore,gpt-4o,7492,168,122,25,21,190
The Martian Shore,gpt-3.5-turbo,7544,18,14,4,0,190
The Dragon-Queen of Jupiter,gpt-4o,9644,21,10,6,5,274
The Dragon-Queen of Jupiter,gpt-3.5-turbo,9802,8,4,4,0,274
Even Stephen,gpt-4o,7348,25,15,5,5,177
Even Stephen,gpt-3.5-turbo,7375,8,5,3,0,177
Captain Peabody,gpt-4o,8162,10,6,2,2,107
Captain Peabody,gpt-3.5-turbo,8230,8,5,3,0,107
"Racketty-Packetty House, as Told by Queen Crosspatch",gpt-4o,12070,9,6,3,0,175
"Racketty-Packetty House, as Told by Queen Crosspatch",gpt-3.5-turbo,12189,11,7,4,0,175
The Laboratorians,gpt-4o,6883,13,8,4,1,122
The Laboratorians,gpt-3.5-turbo,7014,10,4,6,0,122
Puppet Government,gpt-4o,4873,94,58,9,27,151
Puppet Government,gpt-3.5-turbo,4930,9,6,3,0,151
Storm Cloud on Deka,gpt-4o,13829,20,12,3,5,279
Storm Cloud on Deka,gpt-3.5-turbo,14040,15,6,9,0,279
The Tantalus Death,gpt-4o,8303,30,19,2,9,245
The Tantalus Death,gpt-3.5-turbo,8349,4,3,1,0,245
"The Cold Snap
1898",gpt-4o,4828,15,6,4,5,29
"The Cold Snap
1898",gpt-3.5-turbo,4843,5,5,0,0,29
Over the Wire,gpt-4o,5530,35,18,7,10,106
Over the Wire,gpt-3.5-turbo,5532,5,3,2,0,106
If at First You Don't...,gpt-4o,8894,23,13,7,3,219
If at First You Don't...,gpt-3.5-turbo,8962,14,10,4,0,219
The Golgotha Dancers,gpt-4o,4877,17,9,4,4,79
The Golgotha Dancers,gpt-3.5-turbo,4921,8,3,5,0,79
The Last Christmas Tree: An Idyl of Immortality,gpt-4o,5480,17,5,3,9,92
The Last Christmas Tree: An Idyl of Immortality,gpt-3.5-turbo,5498,4,2,2,0,92
The Land of the Blue Flower,gpt-4o,9500,26,10,3,13,118
The Land of the Blue Flower,gpt-3.5-turbo,9600,10,6,4,0,118
Christmas Eve at Swamp's End,gpt-4o,9075,17,9,4,4,120
Christmas Eve at Swamp's End,gpt-3.5-turbo,9183,7,6,1,0,120
The Confessions of a Daddy,gpt-4o,12712,16,5,5,6,280
The Confessions of a Daddy,gpt-3.5-turbo,13035,14,2,11,1,280
Atavism,gpt-4o,4542,20,13,4,3,120
Atavism,gpt-3.5-turbo,4597,14,10,3,1,120
Little men of space,gpt-4o,7980,18,10,4,4,192
Little men of space,gpt-3.5-turbo,8102,9,5,2,2,192
The minister had to wait,gpt-4o,6411,78,63,14,1,127
The minister had to wait,gpt-3.5-turbo,6489,8,6,2,0,127
Perfect Companion,gpt-4o,5489,44,19,9,16,107
Perfect Companion,gpt-3.5-turbo,5592,9,9,0,0,107
The Eyes of Thar,gpt-4o,9284,25,16,6,3,177
The Eyes of Thar,gpt-3.5-turbo,9296,6,3,3,0,177
Fog of the Forgotten,gpt-4o,8698,22,16,5,1,146
Fog of the Forgotten,gpt-3.5-turbo,8757,14,8,6,0,146
The Contact Point,gpt-4o,4787,28,21,7,0,126
The Contact Point,gpt-3.5-turbo,4876,10,8,2,0,126
Space-Lane of No-Return,gpt-4o,5290,11,5,4,2,111
Space-Lane of No-Return,gpt-3.5-turbo,5365,7,4,3,0,111
And the Gods Laughed,gpt-4o,7816,30,12,6,12,129
And the Gods Laughed,gpt-3.5-turbo,7995,8,6,2,0,129
The Sloths of Kruvny,gpt-4o,3844,10,5,4,1,85
The Sloths of Kruvny,gpt-3.5-turbo,3900,11,11,0,0,85
Seven-Day Terror,gpt-4o,3038,12,8,2,2,111
Seven-Day Terror,gpt-3.5-turbo,3087,5,4,1,0,111
Tony and the Beetles,gpt-4o,6681,9,5,2,2,165
Tony and the Beetles,gpt-3.5-turbo,6787,5,3,2,0,165
The Light Machine,gpt-4o,5883,9,4,2,3,181
The Light Machine,gpt-3.5-turbo,5889,6,3,3,0,181
A Message From Our Sponsor,gpt-4o,5446,10,6,1,3,175
A Message From Our Sponsor,gpt-3.5-turbo,5519,4,4,0,0,175
The Record of Currupira,gpt-4o,6885,31,16,7,8,137
The Record of Currupira,gpt-3.5-turbo,6958,11,9,2,0,137
Rough Beast,gpt-4o,5349,11,5,5,1,148
Rough Beast,gpt-3.5-turbo,5381,12,9,3,0,148
Love Among the Robots,gpt-4o,9113,40,19,7,14,290
Love Among the Robots,gpt-3.5-turbo,9258,9,4,4,1,290
The shotgun princess,gpt-4o,5047,88,30,19,39,95
The shotgun princess,gpt-3.5-turbo,5096,6,5,1,0,95
Revolt of the Devil Star,gpt-4o,14134,16,10,6,0,397
Revolt of the Devil Star,gpt-3.5-turbo,14139,11,7,4,0,397
The Useless Bugbreeders,gpt-4o,4895,31,20,8,3,202
The Useless Bugbreeders,gpt-3.5-turbo,4932,10,7,3,0,202
Bleekman's Planet,gpt-4o,4830,14,10,3,1,168
Bleekman's Planet,gpt-3.5-turbo,4909,7,6,1,0,168
Hagerty's Enzymes,gpt-4o,6600,22,9,5,8,107
Hagerty's Enzymes,gpt-3.5-turbo,6771,10,4,4,2,107
Raiders of the Second Moon,gpt-4o,7861,32,23,6,3,149
Raiders of the Second Moon,gpt-3.5-turbo,7902,7,6,1,0,149
After Ixmal,gpt-4o,5929,25,12,7,6,93
After Ixmal,gpt-3.5-turbo,6009,9,8,1,0,93
Forgotten danger,gpt-4o,8118,28,13,11,4,166
Forgotten danger,gpt-3.5-turbo,8215,11,8,3,0,166
Dawningsburgh,gpt-4o,3689,7,4,3,0,71
Dawningsburgh,gpt-3.5-turbo,3729,4,4,0,0,71
The Margenes,gpt-4o,3044,18,5,3,10,46
The Margenes,gpt-3.5-turbo,3059,5,4,1,0,46
All Day September,gpt-4o,7497,17,9,3,5,214
All Day September,gpt-3.5-turbo,7624,12,7,5,0,214
John's Other Practice,gpt-4o,6748,10,7,3,0,143
John's Other Practice,gpt-3.5-turbo,6835,4,3,1,0,143
The untouchable adolescents,gpt-4o,7835,13,7,6,0,171
The untouchable adolescents,gpt-3.5-turbo,7988,10,5,5,0,171
Prison Planet,gpt-4o,7604,13,9,3,1,236
Prison Planet,gpt-3.5-turbo,7711,9,5,3,1,236
The Venus Evil,gpt-4o,5927,82,51,11,20,101
The Venus Evil,gpt-3.5-turbo,5959,23,10,9,4,101
We're Civilized!,gpt-4o,5508,9,5,2,2,126
We're Civilized!,gpt-3.5-turbo,5535,10,6,4,0,126
The oddly elusive brunette,gpt-4o,5617,19,10,3,6,170
The oddly elusive brunette,gpt-3.5-turbo,5753,9,8,1,0,170
Under the Skin,gpt-4o,13772,11,2,2,7,312
Under the Skin,gpt-3.5-turbo,13919,11,5,4,2,312
The Lost Dahlia,gpt-4o,5551,8,4,2,2,26
The Lost Dahlia,gpt-3.5-turbo,5628,8,6,2,0,26
The Green Dream,gpt-4o,6849,23,9,8,6,124
The Green Dream,gpt-3.5-turbo,6931,9,8,1,0,124
The Sweeper of Loray,gpt-4o,6049,11,6,4,1,201
The Sweeper of Loray,gpt-3.5-turbo,6090,5,4,1,0,201
A Madman on Board,gpt-4o,6224,52,36,12,4,187
A Madman on Board,gpt-3.5-turbo,6323,9,6,3,0,187
All the People,gpt-4o,4914,11,6,2,3,151
All the People,gpt-3.5-turbo,4927,11,8,3,0,151
Death Star,gpt-4o,4792,29,15,6,8,102
Death Star,gpt-3.5-turbo,4884,7,5,2,0,102
"The Business, As Usual",gpt-4o,3662,17,11,4,2,122
"The Business, As Usual",gpt-3.5-turbo,3720,10,6,4,0,122
Fee of the Frontier,gpt-4o,7340,180,143,7,30,206
Fee of the Frontier,gpt-3.5-turbo,7360,7,6,1,0,206
Strange Exodus,gpt-4o,6696,17,8,7,2,91
Strange Exodus,gpt-3.5-turbo,6758,7,5,2,0,91
The escape of Alice: A Christmas fantasy,gpt-4o,7673,12,6,4,2,177
The escape of Alice: A Christmas fantasy,gpt-3.5-turbo,7768,8,6,2,0,177
Rocket Summer,gpt-4o,6477,23,10,5,8,150
Rocket Summer,gpt-3.5-turbo,6604,6,4,2,0,150
The Frame Up,gpt-4o,10624,15,12,3,0,184
The Frame Up,gpt-3.5-turbo,10655,12,8,4,0,184
Earth transit,gpt-4o,7707,13,8,5,0,187
Earth transit,gpt-3.5-turbo,7886,10,7,3,0,187
The Consul,gpt-4o,10013,18,8,5,5,166
The Consul,gpt-3.5-turbo,10048,13,6,3,4,166
The girl in the crowd,gpt-4o,8437,21,9,8,4,159
The girl in the crowd,gpt-3.5-turbo,8489,7,7,0,0,159
Wizard,gpt-4o,9819,12,6,3,3,281
Wizard,gpt-3.5-turbo,9887,7,5,2,0,281
"The Gray Madam
1899",gpt-4o,8912,15,9,4,2,119
"The Gray Madam
1899",gpt-3.5-turbo,8935,9,6,3,0,119
Join Our Gang?,gpt-4o,4980,12,3,3,6,63
Join Our Gang?,gpt-3.5-turbo,5008,5,4,1,0,63
Long Odds,gpt-4o,8520,10,7,2,1,52
Long Odds,gpt-3.5-turbo,8559,7,6,1,0,52
Hunt the Hunter,gpt-4o,7924,11,8,3,0,323
Hunt the Hunter,gpt-3.5-turbo,8130,8,6,2,0,323
The invading asteroid,gpt-4o,11918,115,51,19,45,262
The invading asteroid,gpt-3.5-turbo,12029,15,13,2,0,262
The survivors,gpt-4o,6543,26,12,7,7,153
The survivors,gpt-3.5-turbo,6632,21,12,9,0,153
Aunt Deborah,gpt-4o,9534,15,9,1,5,60
Aunt Deborah,gpt-3.5-turbo,9643,9,6,3,0,60
Patch,gpt-4o,3427,57,27,11,19,80
Patch,gpt-3.5-turbo,3469,4,2,1,1,80
Her country,gpt-4o,14193,13,8,3,2,194
Her country,gpt-3.5-turbo,14246,4,3,1,0,194
Derelicts of Uranus,gpt-4o,10730,36,18,4,14,201
Derelicts of Uranus,gpt-3.5-turbo,10929,7,4,3,0,201
Hex,gpt-4o,13663,16,10,4,2,456
Hex,gpt-3.5-turbo,14006,17,11,6,0,456
Orphans of the Void,gpt-4o,9395,22,12,3,7,224
Orphans of the Void,gpt-3.5-turbo,9451,10,6,4,0,224
Greener than spruce,gpt-4o,7322,10,5,3,2,116
Greener than spruce,gpt-3.5-turbo,7379,6,5,1,0,116
Education of a Martian,gpt-4o,5667,23,12,3,8,162
Education of a Martian,gpt-3.5-turbo,5761,9,7,2,0,162
The Education of the Negro,gpt-4o,7028,20,3,3,14,46
The Education of the Negro,gpt-3.5-turbo,7053,12,5,4,3,46
An Eel by the Tail,gpt-4o,5575,10,4,3,3,99
An Eel by the Tail,gpt-3.5-turbo,5629,8,5,3,0,99
The Shipshape Miracle,gpt-4o,4768,8,5,3,0,133
The Shipshape Miracle,gpt-3.5-turbo,4784,5,4,1,0,133
Alien Equivalent,gpt-4o,4098,18,11,3,4,158
Alien Equivalent,gpt-3.5-turbo,4137,8,4,4,0,158
The Invader,gpt-4o,3492,20,14,3,3,51
The Invader,gpt-3.5-turbo,3490,5,5,0,0,51
Happy Rain Night,gpt-4o,6283,15,11,3,1,163
Happy Rain Night,gpt-3.5-turbo,6416,9,5,4,0,163
Rivals of the clouds,gpt-4o,8196,17,9,5,3,149
Rivals of the clouds,gpt-3.5-turbo,8163,7,4,3,0,149
The Human Element,gpt-4o,3548,10,5,2,3,61
The Human Element,gpt-3.5-turbo,3588,7,4,3,0,61
Where the World is Quiet,gpt-4o,9387,10,7,3,0,204
Where the World is Quiet,gpt-3.5-turbo,9440,14,9,5,0,204
Blueblood,gpt-4o,5874,22,12,1,9,204
Blueblood,gpt-3.5-turbo,6020,5,4,1,0,204
The Un-Reconstructed Woman,gpt-4o,7056,33,13,7,13,115
The Un-Reconstructed Woman,gpt-3.5-turbo,7107,7,7,0,0,115
Learning Theory,gpt-4o,6780,18,6,3,9,68
Learning Theory,gpt-3.5-turbo,6842,9,5,3,1,68
The soul of Henry Jones,gpt-4o,6478,24,10,6,8,128
The soul of Henry Jones,gpt-3.5-turbo,6481,8,5,3,0,128
The Hero,gpt-4o,6325,19,10,4,5,147
The Hero,gpt-3.5-turbo,6389,10,7,3,0,147
Picnic,gpt-4o,5840,30,17,6,7,154
Picnic,gpt-3.5-turbo,5946,7,7,0,0,154
War in Heaven,gpt-4o,4515,11,4,0,7,58
War in Heaven,gpt-3.5-turbo,4503,8,8,0,0,58
Trouble Times Two,gpt-4o,11662,32,12,8,12,339
Trouble Times Two,gpt-3.5-turbo,11780,12,10,2,0,339
Lie on the Beam,gpt-4o,8221,14,8,3,3,189
Lie on the Beam,gpt-3.5-turbo,8326,6,6,0,0,189
"The Brothers-In-Law: A Tale of the Equatorial Islands; and The Brass Gun of the Buccaneers
1901",gpt-4o,7974,17,10,2,5,119
"The Brothers-In-Law: A Tale of the Equatorial Islands; and The Brass Gun of the Buccaneers
1901",gpt-3.5-turbo,8033,7,7,0,0,119
Crankisms,gpt-4o,3109,99,0,0,99,213
Crankisms,gpt-3.5-turbo,3127,7,7,0,0,213
The festival,gpt-4o,4983,12,5,3,4,31
The festival,gpt-3.5-turbo,5016,10,6,4,0,31
The Last Trespasser,gpt-4o,8433,30,20,6,4,279
The Last Trespasser,gpt-3.5-turbo,8580,13,9,4,0,279
Dateline: Mars,gpt-4o,9479,51,38,4,9,169
Dateline: Mars,gpt-3.5-turbo,9590,11,8,3,0,169
The stainless steel rat,gpt-4o,10640,46,32,9,5,131
The stainless steel rat,gpt-3.5-turbo,10734,11,7,4,0,131
"Answer, please answer",gpt-4o,7791,29,19,4,6,235
"Answer, please answer",gpt-3.5-turbo,7915,10,8,2,0,235
"""Seth""",gpt-4o,11387,23,14,4,5,178
"""Seth""",gpt-3.5-turbo,11571,11,8,3,0,178
Problem Planet,gpt-4o,6300,15,9,3,3,178
Problem Planet,gpt-3.5-turbo,6499,8,8,0,0,178
Galactic Ghost,gpt-4o,4878,15,6,5,4,98
Galactic Ghost,gpt-3.5-turbo,4897,5,4,1,0,98
Out of the sea,gpt-4o,13596,60,40,12,8,403
Out of the sea,gpt-3.5-turbo,13610,16,10,6,0,403
Lunar Station,gpt-4o,8363,194,137,9,48,222
Lunar Station,gpt-3.5-turbo,8438,10,7,3,0,222
New Year's Wake: A Terran Empire story,gpt-4o,4167,20,9,6,5,74
New Year's Wake: A Terran Empire story,gpt-3.5-turbo,4272,7,5,2,0,74
Jonah of the Jove-Run,gpt-4o,7973,22,12,6,4,215
Jonah of the Jove-Run,gpt-3.5-turbo,8131,11,8,3,0,215
Righteous plague,gpt-4o,9957,13,8,5,0,160
Righteous plague,gpt-3.5-turbo,9988,9,7,2,0,160
Ordeal in Space,gpt-4o,6458,83,48,25,10,133
Ordeal in Space,gpt-3.5-turbo,6556,11,7,4,0,133
Satellite Passage,gpt-4o,4939,41,18,6,17,85
Satellite Passage,gpt-3.5-turbo,5000,10,5,2,3,85
The warriors,gpt-4o,7710,116,59,8,49,192
The warriors,gpt-3.5-turbo,7841,6,5,1,0,192
Crossroads of Destiny,gpt-4o,6001,6,2,1,3,98
Crossroads of Destiny,gpt-3.5-turbo,6106,2,1,1,0,98
The Cosmic Bluff,gpt-4o,10812,20,10,8,2,260
The Cosmic Bluff,gpt-3.5-turbo,10992,26,11,8,7,260
What is POSAT?,gpt-4o,7206,21,7,10,4,139
What is POSAT?,gpt-3.5-turbo,7278,15,10,5,0,139
The Pure Observers,gpt-4o,3239,16,6,3,7,47
The Pure Observers,gpt-3.5-turbo,3255,11,3,2,6,47
"""A Soldier Of The Empire""",gpt-4o,7549,14,8,1,5,78
"""A Soldier Of The Empire""",gpt-3.5-turbo,7585,7,6,1,0,78
Comrades,gpt-4o,10207,15,6,5,4,173
Comrades,gpt-3.5-turbo,10382,5,2,2,1,173
Some Roundabout Papers,gpt-4o,14243,19,8,3,8,58
Some Roundabout Papers,gpt-3.5-turbo,14370,10,4,6,0,58
Manners of the Age,gpt-4o,6844,242,128,23,91,244
Manners of the Age,gpt-3.5-turbo,6922,12,6,6,0,244
"Over the Side
Captains All, Book 6.",gpt-4o,3671,13,7,3,3,78
"Over the Side
Captains All, Book 6.",gpt-3.5-turbo,3722,6,4,2,0,78
The Standardized Man,gpt-4o,4497,17,9,4,4,117
The Standardized Man,gpt-3.5-turbo,4565,11,5,3,3,117
Trouble on Sun-side,gpt-4o,6615,173,131,20,22,191
Trouble on Sun-side,gpt-3.5-turbo,6683,14,9,5,0,191
Planet of Creation,gpt-4o,4807,90,35,24,31,100
Planet of Creation,gpt-3.5-turbo,4833,6,4,2,0,100
Fishing with a Worm,gpt-4o,6161,31,9,10,12,34
Fishing with a Worm,gpt-3.5-turbo,6251,10,4,6,0,34
My Robin,gpt-4o,6412,10,5,4,1,59
My Robin,gpt-3.5-turbo,6449,14,7,2,5,59
Asteroid Justice,gpt-4o,6678,166,57,6,103,165
Asteroid Justice,gpt-3.5-turbo,6719,30,23,5,2,165
Robots of the World! Arise!,gpt-4o,8835,55,24,11,20,211
Robots of the World! Arise!,gpt-3.5-turbo,9024,14,7,7,0,211
The Snowball Effect,gpt-4o,6278,31,14,9,8,143
The Snowball Effect,gpt-3.5-turbo,6343,13,8,5,0,143
The Philosopher's Joke,gpt-4o,8631,12,7,0,5,88
The Philosopher's Joke,gpt-3.5-turbo,8671,6,4,2,0,88
Fifty Per Cent Prophet,gpt-4o,10848,22,9,5,8,223
Fifty Per Cent Prophet,gpt-3.5-turbo,11003,9,5,4,0,223
Dearest Enemy,gpt-4o,7666,23,10,7,6,216
Dearest Enemy,gpt-3.5-turbo,7713,11,8,3,0,216
Cargo to Callisto,gpt-4o,7015,146,45,14,87,186
Cargo to Callisto,gpt-3.5-turbo,7081,18,10,5,3,186
"The Temptation of Samuel Burge
Captains All, Book 8.",gpt-4o,5729,15,6,6,3,123
"The Temptation of Samuel Burge
Captains All, Book 8.",gpt-3.5-turbo,5827,10,7,3,0,123
Monster,gpt-4o,7204,15,8,7,0,161
Monster,gpt-3.5-turbo,7311,18,12,6,0,161
Scent Makes a Difference,gpt-4o,5913,17,12,4,1,167
Scent Makes a Difference,gpt-3.5-turbo,5991,13,10,3,0,167
You Ask Anybody,gpt-4o,11747,34,20,7,7,130
You Ask Anybody,gpt-3.5-turbo,11785,3,1,2,0,130
"Sentiment, Inc.",gpt-4o,13868,23,14,2,7,311
"Sentiment, Inc.",gpt-3.5-turbo,14215,6,4,2,0,311
The man who hated himself,gpt-4o,11015,49,24,6,19,238
The man who hated himself,gpt-3.5-turbo,11084,7,5,2,0,238
Julia The Apostate,gpt-4o,6660,13,5,2,6,146
Julia The Apostate,gpt-3.5-turbo,6861,8,4,4,0,146
Heavenly Gifts,gpt-4o,3120,24,14,1,9,74
Heavenly Gifts,gpt-3.5-turbo,3166,9,6,3,0,74
The Cosmic Deflector,gpt-4o,9623,13,8,4,1,174
The Cosmic Deflector,gpt-3.5-turbo,9733,12,9,3,0,174
A jest and a vengeance,gpt-4o,7471,41,19,5,17,179
A jest and a vengeance,gpt-3.5-turbo,7506,10,7,3,0,179
The Little Hunchback Zia,gpt-4o,8556,14,7,4,3,118
The Little Hunchback Zia,gpt-3.5-turbo,8584,10,4,6,0,118
Aloys,gpt-4o,3661,17,11,2,4,61
Aloys,gpt-3.5-turbo,3668,9,6,3,0,61
Bearly Reasonable,gpt-4o,14833,12,8,4,0,307
Bearly Reasonable,gpt-3.5-turbo,15030,8,5,3,0,307
The Marriage of Heaven and Hell,gpt-4o,6102,19,7,1,11,189
The Marriage of Heaven and Hell,gpt-3.5-turbo,6124,7,4,2,1,189
Martian V.F.W.,gpt-4o,3269,35,11,2,22,82
Martian V.F.W.,gpt-3.5-turbo,3317,6,4,2,0,82
From an Unseen Censor,gpt-4o,11153,31,25,4,2,361
From an Unseen Censor,gpt-3.5-turbo,11379,15,8,7,0,361
Thy Rocks and Rills,gpt-4o,14727,41,21,5,15,257
Thy Rocks and Rills,gpt-3.5-turbo,14955,7,5,2,0,257
A Philanthropist,gpt-4o,10319,23,12,8,3,138
A Philanthropist,gpt-3.5-turbo,10465,6,2,3,1,138
"The O'Conors of Castle Conor, County Mayo
From ""Tales from All Countries""",gpt-4o,10452,14,9,4,1,184
"The O'Conors of Castle Conor, County Mayo
From ""Tales from All Countries""",gpt-3.5-turbo,10487,9,6,3,0,184
One Way,gpt-4o,4758,18,7,8,3,100
One Way,gpt-3.5-turbo,4856,11,6,5,0,100
A prison make,gpt-4o,8686,23,10,10,3,128
A prison make,gpt-3.5-turbo,8780,8,6,2,0,128
The happiness rock,gpt-4o,12703,58,28,12,18,315
The happiness rock,gpt-3.5-turbo,12983,3,3,0,0,315
The Indulgence of Negu Mah,gpt-4o,5384,12,2,4,6,85
The Indulgence of Negu Mah,gpt-3.5-turbo,5425,4,2,2,0,85
The 4-D Doodler,gpt-4o,7639,21,10,8,3,170
The 4-D Doodler,gpt-3.5-turbo,7693,16,10,6,0,170
Land Beyond the Flame,gpt-4o,9306,55,24,19,12,229
Land Beyond the Flame,gpt-3.5-turbo,9374,10,7,3,0,229
The Last Crusade,gpt-4o,6141,31,9,7,15,156
The Last Crusade,gpt-3.5-turbo,6290,10,7,3,0,156
The man who knew everything,gpt-4o,6387,29,11,6,12,168
The man who knew everything,gpt-3.5-turbo,6487,10,6,3,1,168
Micro-Man,gpt-4o,3656,15,7,2,6,52
Micro-Man,gpt-3.5-turbo,3682,6,4,2,0,52
My Lady Selene,gpt-4o,3475,15,6,2,7,37
My Lady Selene,gpt-3.5-turbo,3529,5,4,1,0,37
Death of a B.E.M.,gpt-4o,5176,19,8,5,6,107
Death of a B.E.M.,gpt-3.5-turbo,5248,8,5,3,0,107
So Many Worlds Away...,gpt-4o,10251,14,10,4,0,378
So Many Worlds Away...,gpt-3.5-turbo,10429,12,9,3,0,378
"Susâni
1901",gpt-4o,4621,11,7,2,2,59
"Susâni
1901",gpt-3.5-turbo,4664,7,6,1,0,59
The Chasm,gpt-4o,3293,32,16,6,10,73
The Chasm,gpt-3.5-turbo,3361,5,3,2,0,73
When Whirlybirds Call,gpt-4o,2964,11,7,4,0,63
When Whirlybirds Call,gpt-3.5-turbo,2980,9,5,4,0,63
